index,name,synopsis,genre,netflix,tiving
1152,태그,어릴 때부터 매년 5월마다 규칙도 제한도 없는 술래잡기 놀이를 해온 다섯 남자들. 올해도 어김없이 게임이 시작되고. 한 번도 술래가 된 적 없는 무적의 친구가 이번 먹잇감이다!,"미국 영화, 코미디, 블록버스터 코미디",1,0
1153,미드나잇 선,"창문 너머로 소년을 지켜보기만 했던 그녀. 마침내 직접 만나 데이트하지만, 고민은 깊어만 간다. 햇빛에 닿으면 죽는 병을 앓고 있다고 밝힐 수는 없으니까. 낮에는 태양을 피해야 하는 나의 삶. 밤에 너와 함께하는 시간이 너무 소중해.","미국 영화, 청춘 영화, 드라마 장르",1,0
1154,위기의 민주주의: 룰라에서 탄핵까지,"민주주의가 위험하다. 브라질의 전 대통령 한 명이 탄핵당하고, 다른 한 명은 투옥되자 카메라를 든 감독. 정치의 역사가 곧 가족의 역사이기에 똑바로 바라보아야 한다.","브라질 작품, 다큐멘터리 영화, 다큐멘터리·정치",1,0
1155,여름으로 가는 문: 네가 있는 미래로,"1995년, 냉동 수면에 빠져버린 전도유망한 로봇공학자. 30년이 지난 2025년이 되어서야 잠에서 깨어난다. 지나간 과거를 바꾸고 사랑하는 가족과 재회하려면 예전으로 돌아가야만 한다.","일본 작품, SF 영화, 도서 원작 영화",1,0
1156,혐오스런 마츠코의 일생,"아버지의 부탁에 죽은 고모의 집을 치우게 된 쇼. 쓰레기장을 방불케 하는 그곳에서 얼굴 한번 보지 못한 고모의 일생을 알게 된다. 그녀는 왜 '혐오스런 마츠코'가 됐을까. 왜 착실한 선생에서 불륜녀, 창녀, 그리고 살인범이 됐을까.","일본 작품, 도서 원작 영화, 코미디",1,0
1157,데이비드 애튼버러: 우리의 지구를 위하여,바다가 죽어간다. 얼음이 사라진다. 인간이 파괴한 야생의 세계. 일생에 걸쳐 지구의 몰락을 지켜본 방송인이 혼신을 다해 경고한다. 우리 손으로 파멸을 막아야 한다고.,"다큐멘터리 영화, 과학 & 자연 다큐멘터리, 자연 & 생태 다큐멘터리",1,0
1159,주온극장판1,"한 간호사는 자신이 방문하는 집이 이전에 발생한 2건의 살인사건으로 인해 저주에 걸렸으며, 이곳의 원혼들이 모든 방문자를 죽이리라는 사실을 알게 된다.","일본 작품, 호러 영화",1,0
1160,늑대의 살갗 아래,"북부 스페인 깊은 산골에서 홀로 사는 사냥꾼. 누구의 도움도 없이, 한 마리 늑대처럼 지내던 그가 여자를 찾는다. 그는 무엇을 원하는 걸까? 그녀는 무엇을 줄 수 있을까?","스페인 작품, 시대물, 드라마 장르",1,0
1161,졸업반,짝사랑하던 주희의 은밀한 비밀을 공유하며 친한 사이로 발전한 정우. 그러나 주희가 구설수에 오르면서 그가 지키고자 했던 이상과 환상은 산산조각이 나기 시작한다.,영화 특징: 잔잔한,1,0
1162,사부: 영춘권 마스터,20세기 초 톈진. 영춘권의 고수가 도장을 열어 제자를 키우기로 한다. 하지만 그 전에 경쟁 문파들에게 자신의 존재를 증명해야 하는데. 과연 그는 실력을 인정받을 것인가.,"무술 영화, 시대물, 중국 본토 영화",1,0
1163,그 여자 작사 그 남자 작곡,재기를 꿈꾸며 작곡에 한창인 왕년의 팝스타. 공백이 너무 길었던 탓일까. 도통 악상이 떠오르지 않는다. 그때 혜성처럼 나타난 수다쟁이 아가씨. 입만 열면 주옥같은 가사를 내뱉는데. 둘이 함께라면 멋진 곡이 나올 것 같다!,"로맨틱 코미디, 음악, 미국 영화",1,0
1164,극장판1신비아파트: 금빛 도깨비와 비밀의 동굴,"100년도 전에 지어진 아파트 단지. 그곳에 사는 하리, 두리 남매에게는 특별한 친구가 있다. 바로 102살 먹은 도깨비 신비! 《신비아파트》 시리즈의 극장판 애니메이션.",어린이 & 가족 영화,1,0
1165,로마,격변의 소용돌이에 휘말린 70년대 멕시코. 바깥세상만큼 가정에도 변화의 바람이 분다. 아카데미 수상 감독 알폰소 쿠아론이 한 가족의 삶을 생생하고 섬세하게 전달한다.,"멕시코 작품, 사회 이슈 드라마 장르 영화, 드라마 장르",1,0
1166,7번방의 기적,교도소 7번 방. 지능이 예닐곱 살 수준인 남자가 이곳에 들어왔다. 아동 살해 누명을 쓰고 사형을 기다리지만 그에겐 아끼는 딸이 있다. 감방 동료들이 준비한 특별 선물로 딸과 재회한 남자. 하지만 계속 함께하려면 무죄를 밝혀야 한다.,"터키 작품, 사회 이슈 드라마 장르 영화, 드라마 장르",1,0
1167,원시맨,유명한 격언에서 먹는 것을 금지한 과일을 먹고 마을에서 쫓겨나고 마는 멍청한 네안데르탈인. 그는 조수와 함께 성서 시대로의 여행을 떠난다.,"미국 영화, 액션 & 어드벤처, 코미디",1,0
1170,황제를 위하여,"실각한 전직 야구선수는 악덕 사채업자 조직에서 승진을 거듭하며 위세를 떨치지만, 사랑하는 여인이 사라지자 무자비한 사채업자와 전쟁에 나선다.",액션 & 어드벤처,1,0
1175,낫아웃,"고등학교 졸업을 앞둔 야구 입시생. 프로구단의 연습생 제안을 거절하고 신인 드래프트에서 좋은 결과를 기대해 본다. 돈이 있다면 냉혹한 현실을 꺾을 수 있을까? 나, 야구가 정말 하고 싶다.",드라마 장르,1,0
1177,배틀 로얄 2: 레퀴엠,어른들이 정한 일명 'BR법' 때문에 강제로 친구들을 죽여야 했던 아이들. 그 지독한 전쟁에서 살아남은 나나하라 슈야가 테러 집단 '와일드 세븐'을 조직한다. 이들의 목표는 하나. BR법을 시행한 이 나라의 어른들을 처단하라!,"일본 작품, 액션 & 어드벤처",1,0
1178,더 비지트,"한 번도 뵌 적 없는 할아버지, 할머니를 만나러 가는 길. 남매는 멀리 떨어진 조부모님의 농장에서 가족에 대한 영화를 찍기로 한다. 소소하고 즐거운 일상을 담을 거라는 기대도 잠시, 할아버지, 할머니의 소름 끼치는 행동을 보고 만다.","미국 영화, 호러 영화",1,0
1181,셔터,"갑자기 나타난 여자를 차로 치고 도주한 커플. 그 후, 남자가 찍은 사진에 형체를 알 수 없는 무언가가 잡히고 의문의 죽음이 이어지는데. 그리고 서서히 알게 된다. 죄책감이 길어 올린 공포, 그 이상의 공포가 기다리고 있다는 것을.","태국 작품, 호러 영화",1,0
1182,미안해 사랑해 고마워,"딸을 잃은 형사, 배우를 사랑하는 매니저, 왕년에 복싱 라이벌이었던 두 남자. 진심을 담은 고백이 더해질 때, 평범한 삶의 순간은 아름답게 빛난다. 미안해, 사랑해, 고마워.",드라마 장르,1,0
1183,7급 공무원,국가정보원 커플을 다룬 액션 코미디 영화. 괴짜 약혼자에게 버림받고 상심한 국가정보원 요원 안수지의 모험을 따라간다.,"로맨틱 코미디, 액션 & 어드벤처, 로맨틱한 영화",1,0
1185,소년 장군 고요,"1899년, 미국과 힘겨운 전쟁을 치르던 필리핀. 23살의 젊은 장군 고요는 조국을 위해 생애 가장 위대한 전투를 준비한다. 《장군 루나》를 잇는 필리핀 전쟁 영웅 시리즈.","필리핀 작품, 밀리터리 영화, 실화 바탕 영화",1,0
1186,사라진 소녀들,그녀의 딸이 사라졌다. 누구도 관심을 두지 않는다. 진실을 찾으려는 어머니의 처절한 싸움. 그와 더불어 풀리지 않은 살인 사건들이 드러난다. 실화에 기반한 이야기.,"미스터리, 실화 바탕 영화, 미국 영화",1,0
1187,다찌마와 리 - 악인이여 지옥행 급행열차를 타라!,"각종 신형 무기, 화려한 무술 실력, 거침없는 몸개그로 무장한 비밀요원 다찌마와 리. 그가 일급 기밀문서를 찾아 나서면서 펼치는 첩보전을 그린 코믹 액션 활극.","영화·스파이, 액션 & 어드벤처, 코미디",1,0
1188,원더풀 라이프,"죽은 사람에게 사흘의 시간이 주어진다. 천국에 가져갈 단 하나의 기억을 고를 시간. 다들 삶 속에서 소중한 추억을 택하는 가운데, 누군가는 선뜻 고르지 못한다. 이어서 뜻밖의 사실이 드러나고. 당신의 가장 행복한 순간은 언제였나요?","일본 작품, 드라마 장르",1,0
1189,레베카,남편이 사는 으리으리한 저택에 들어온 신부. 이 집의 무언가가 그녀를 압도한다. 새 주인을 짓누르는 집사. 그리고 남편의 죽은 아내가 여전히 그림자를 드리우고 있다.,"미스터리, 미국 영화, 도서 원작 영화",1,0
1190,커런트 워,"희대의 라이벌 토머스 에디슨과 니콜라 테슬라. 그들이 각자의 파트너와 손을 잡고 전류 전쟁에 돌입한다. 2개의 전류, 4명의 천재. 전 세계 전기 공급을 책임질 이는 누구인가. 오직 한 사람만이 역사에 남는다.","미국 영화, 시대물, 드라마 장르",1,0
1191,안녕 자두야 서유기 : 어쩌다 영웅,"아이돌급의 인기쟁이 자두가 이번엔 ‘돌아이’가 됐다? 정말로 돌에서 태어나 골칫덩어리가 된 것. 근데 진짜 위기는 따로 있었으니, 마을에 들이닥친 요괴를 어찌할까나. 명랑 히어로 자두의 어마무시한 활약상을 기대해 볼 수밖에.","도서 원작 영화, 코미디, 어린이 & 가족 영화",1,0
1192,더 저지,"어머니의 부고에 고향으로 향하는 변호사 행크. 연락을 끊고 살던 가족과 보는 게 영 불편하기만 하다. 그런데 장례식 직후 아버지가 살해용의자로 체포되고, 변호를 맡은 행크 앞에 가족의 충격적 비밀이 드러나기 시작한다.","영화·법정, 미국 영화, 드라마 장르",1,0
1193,고! 고카트,"두려움을 모르는 10대 소년이 고카트에 매혹된다. 멋진 친구들과 함께하는 짜릿한 질주와 흥분의 레이싱. 무뚝뚝한 전직 레이서에게 코치를 받으며, 우승을 향해 달린다!","호주 작품, 가족 영화, 어린이 & 가족 영화",1,0
1195,엑소시스트 5: 오리지널 프리퀄,불가사의한 고대 교회의 유적이 발굴되면서 그곳에서 벌어진 끔찍한 사건에 대해 알게 된 메린 신부. 악령과 신부 사이에 한 치의 양보도 없는 기 싸움이 시작된다.,"미국 영화, 도서 원작 영화, 호러 영화",1,0
1196,아무도 살아서 나갈 수 없다,"절박한 심정으로 미국에 밀입국한 멕시코 여성. 허름한 클리블랜드 하숙집에 묵으면서 섬뜩한 환영에 시달린다. 수상한 집주인, 불길한 울음소리, 알 수 없는 형체까지. 이곳엔 무언가가 있다.","미스터리, 미국 영화, 도서 원작 영화",1,0
1197,고고다이노 공룡탐험대 : 전설의 공룡을 찾아서,평화로운 우르르 행성에 나타난 악당 블랙제니. 공룡들을 납치해 인형으로 만들겠다는데. 이대로 당할 수는 없지. 악당들을 무찌르기 위해 고고다이노가 출동한다! 대원들은 전설의 공룡을 찾아 공룡 친구들을 구하고 행성을 지킬 수 있을까?,어린이 & 가족 영화,1,0
1198,바보들의 기적,어린 여동생의 수술비를 마련하기 위해 위험한 사업에 뛰어든 청년. 곧 힘겨운 시련과 좌절을 맞닥뜨린다.,"중국 본토 영화, 중국 영화, 드라마 장르",1,0
1199,아무 일도 없었다,"곧 아빠가 될 본과 오랜 벗 마커스. 스코틀랜드의 고즈넉한 산지로 사냥 여행을 떠난다. 마을 주민들과 어울린 다음 날, 순식간에 선택의 여지가 없는 상황에 내몰리는 두 친구. 기억해, 내가 한 모든 일은 널 지키기 위해서였어.","영국 작품, 스릴러 영화",1,0
1200,여고괴담 여섯번째 이야기: 모교,"모교에 교감으로 부임해 온 은희. 문제아 하영을 상담해 주면서 학교에서 벌어진 끔찍한 일을 알게 된다. 그리고 폐쇄 화장실의 기괴한 소리에 이끌리며, 하영과 함께 죽음의 공포를 마주한다.",호러 영화,1,0
1201,더 보이,"노부부의 집에 유모로 들어가지만, 사람 대신 인형을 돌보게 된 그녀. 노부부가 아들처럼 여기는 인형과 단둘이 남게 된다. 지켜야 하는 규칙은 10가지. 하지만 해낼 수 있을까. 이상한 소리가 나고 인형이 움직이는 섬뜩한 악몽 속에서.","미국 영화, 호러 영화",1,0
1202,카드카운터,"도박으로 생계를 유지하는 전직 군인 출신 남자가 한 청년을 만난다. 그 후 남자는 과거의 악몽에 시달리고, 둘에겐 공통의 적이 있음을 알게 된다.","미국 영화, 드라마 장르, 인디 영화",1,0
1204,돈 떼먹고 도망친 101세 노인,"아무리 늙어도 돈은 있어야지. 101세 괴짜 전직 스파이가 팔팔한 80대 파트너와 함께 소련산 탄산음료 제조법을 찾아 떠난다. 국경을 넘어 진격하라, 실버 원정대.","스웨덴 작품, 영화·스파이, 코미디",1,0
1205,나를 사로잡은 그대,손목에 사랑하는 아내의 이름을 새긴 남편. 그런 남편이 살해당했다. 가장 유력한 용의자는 그의 아내. 경찰의 조사를 받던 아내가 힘들었던 결혼 생활에 대해 자세히 털어놓기 시작한다.,"인도 작품, 힌디어 영화, 발리우드 영화",1,0
1207,하이앤로우 더 무비 2: 엔드 오브 스카이,‘컨테이너 거리의 전투’가 끝나고 찾아온 평화. 하지만 폭군 란마루의 팀 ‘다우트’와 전과자 집단 ‘프리즌 갱’ 연합군의 등장으로 거리엔 다시 전운이 감돈다. 압도적인 적 앞에서 소드의 다섯 라이벌 팀은 다시 하나가 되고.,"일본 작품, 액션 & 어드벤처",1,0
1208,ARQ,연구소 속에서 시간의 편린에 갇혀 방향 감각도 시간 감각도 상실한 커플이 복면 쓴 칩입자로부터 인류를 구할 새 에너지 자원을 지켜낸다.,"캐나다 작품, SF 영화, 스릴러 영화",1,0
1209,메종 드 히미코,"가족을 버리고 떠난 게이 아버지를 증오하는 여자. 어느 날 젊고 잘생긴 남자가 그녀를 찾아온다. 아버지의 연인이라며, 게이 실버타운에 와서 암에 걸린 아버지를 돌봐달라는데. 단칼에 거절하고 싶지만 유산을 준다니 마음이 흔들린다.","일본 작품, LGBTQ 영화, 드라마 장르",1,0
1210,캡틴 판타스틱,"세상과 단절된 숲속에서 아이들을 기른 아버지. 비극적인 일을 계기로 다시 도시에 발을 들이면서, 자신의 반사회적 유토피아 세계관에 의문을 던진다.","미국 영화, 코미디, 인디 영화",1,0
1211,인터뷰,"세계 최초로 김정은과 인터뷰하게 된 토크쇼 진행자와 담당 프로듀서. 평양으로 가기 전, CIA로부터 무려 김정은 암살 의뢰를 받는다! 세스 로건, 제임스 프랭코 주연의 도발적인 코미디.","미국 영화, 코미디",1,0
1212,높은 풀 속에서,그 누가 외면할 수 있었을까. 임신 6개월 차인 베키와 그녀의 오빠 칼은 한 소년의 외침을 듣고 풀숲으로 들어간다. 그리고 곧 그곳에서 빠져나갈 수 없다는 걸 깨닫는다.,"미국 영화, 도서 원작 영화, 호러 영화",1,0
1213,주홍글씨,한 강력계 형사가 새로운 살인 사건을 배정받으면서 그의 일과 은밀한 사랑이 위태롭게 충돌하기 시작한다.,"도서 원작 영화, 스릴러 영화",1,0
1214,분홍신,"유혹의 빛을 발산하며 또 다른 주인을 기다린다. 그녀가 한 발 집어넣자 주체할 수 없는 설렘에 도취된다. 핏빛 저주로 가득한 분홍신. 또각, 또각, 또각, 잔혹한 발걸음은 막을 수 없으리.",호러 영화,1,0
1215,말하지 못한 이야기: 경쟁에서 전쟁으로,2004년 미시간에서 악명 높은 싸움이 일어난다. NBA 경기 중 선수와 관객 사이에서 벌어진 폭력 사태. 관련된 주요 인물들이 그 사건과 여파에 대해 말한다. 잊히지 않는 그날의 기억을.,"사회 & 문화 다큐멘터리, 다큐멘터리 영화, 미국 영화",1,0
1216,샤크,"몸집은 작지만, 야망이 큰 물고기와 놀라운 비밀을 품은 거대한 흰 상어가 우연한 사고로 인해 우정을 쌓게 되는 이야기를 그린다.","가족 영화, 미국 영화, 코미디",1,0
1217,데스노트,"10대 소년 라이트 터너는 초자연적 힘을 지닌 노트를 발견한다. 그 힘으로 악인에게 죽음의 형벌을 내리는 터너. 하지만 경찰과 사신, 같은 반 소녀가 그를 주목한다.","미국 영화, 호러 영화",1,0
1218,또 한 번의 여름,"홧김에 한 거짓말이었다. 그게 아니었다면, 우리는 어땠을까. 학창 시절을 함께 보낸 천천과 정위싱. 둘 사이에 깊은 우정과 함께 묘한 감정이 싹트기 시작한다. 함께 보내는 여름 안에서.","음악, 청춘 영화, 중국 본토 영화",1,0
1219,블루라군 2,"전편 《블루 라군》에서 표류 중 부모를 잃고 홀로 생존한 남자아이. 딸과 항해하던 여인에게 구조된다. 세 사람은 뜻하지 않게 무인도에 정착하지만 여인은 병사하고 소년, 소녀만 남는다. 그리고 둘에게 낯설지만 설레는 변화가 찾아온다.","미국 영화, 도서 원작 영화, 액션 & 어드벤처",1,0
1220,준 & 코피: 나의 영원한 두 친구,"길에서 발견된 후 젊은 커플에게 입양된 강아지. 사랑 가득한 새 가정에 적응하는 동안, 녀석에게도 사랑스러운 친구가 생긴다. 말썽을 부릴 때도 함께, 애교를 피울 때도 함께. 둘이 함께라면 그 어떤 것도 두렵지 않아!","인도네시아 작품, 가족 영화, 드라마 장르",1,0
1222,바비와 삼총사,바비가 프랑스 시골 마을에서 온 숙녀 커린으로 변신했다. 총사가 되기 위해 파리로 간 커린. 모두가 날 방해해도 최고의 총사로 거듭나리라!,"미국 영화, 어린이 & 가족 영화",1,0
1223,작업의 정석,"작업계의 고수 지원과 민준이 맞붙었다. 역시 쉽지 않은 게임. 작전은 자꾸 어긋나고, 선수들은 자꾸 초조해진다. 비장의 기술 모두 방출해라! 끌리면, 흔들리면 지는 거다.","로맨틱 코미디, 로맨틱한 영화, 코미디",1,0
1224,사랑할 때 버려야 할 아까운 것들,매력적인 60대 남성 해리가 연인과 하룻밤을 보내던 중 심장마비를 일으킨다. 바로 연인의 엄마이자 극작가인 에리카의 해변 별장에서! 그렇게 해리는 만만치 않은 여인 에리카를 처음 만난다.,"로맨틱 코미디, 미국 영화, 로맨틱한 영화",1,0
1225,졸업,더스틴 호프먼이 기념비적인 연기를 보여준 영화. 대학을 갓 졸업한 순진한 청년으로 이웃 중년 여성의 유혹에 서서히 빠져드는 역할을 훌륭히 소화해냈다. 오스카상을 수상한 클래식 작품.,"로맨틱 코미디, 미국 영화, 도서 원작 영화",1,0
1226,아비정전,자신을 길러준 엄마가 친엄마가 아님을 알게 된 남자. 사랑을 믿지 않게 된 그는 어디에도 정착하지 못하고 깊은 관계를 경계한다. 그런 불안한 자유로움 때문이었을까. 그를 사랑한 두 여자는 그를 떠나지 못하고 곁을 맴돌기만 한다.,"홍콩 작품, 중국 영화, 드라마 장르",1,0
1227,베로니카,"1991년 마드리드, 일식이 있던 날. 학교에서 죽은 영혼을 불러내려다 쓰러진 소녀. 집에 돌아와 동생들을 돌보는데 자꾸 이상한 일이 벌어진다. 도대체 누가, 왜 이러는 거지.","스페인 작품, 호러 영화",1,0
1228,센스 앤 센서빌리티,"너무 다른 자매의 너무 다른 사랑법. 아버지가 돌아가신 후 새로운 곳으로 이사 온 엘리너와 마리앤. 혼기가 찼으니 좋은 신랑감을 찾아야 하는데, 그게 그리 만만치가 않다.","사회 이슈 드라마 장르 영화, 영국 작품, 시대물",1,0
1229,리디큘러스 6,"무법자 아버지가 납치되자 ""백검"" 토미는 아버지를 구하기 위해 존재도 몰랐던 다른 다섯 명의 이복형제들과 함께 서부 여정을 시작한다.","미국 영화, 서부 영화, 액션 & 어드벤처",1,0
1230,카메라를 멈추면 안 돼!,"음산한 기운이 도는 폐건물. 삼류 영화감독과 스태프가 저예산 좀비 영화를 찍는 중이다. 배우의 발연기에 감독이 분노하자, 다들 쉬는 시간을 갖기로 한다. 그런데 바로 그때, 진짜 좀비가 나타났다! 그래도 카메라를 멈추면 안 돼!","일본 작품, 호러 영화, 코미디",1,0
1231,슈렉 3,"피오나와의 평화로운 삶도 잠시, 슈렉은 해롤드 왕이 갑자기 병이 들자 왕위 계승자를 찾아와야 하는 상황에 놓인다.","가족 영화, 미국 영화, 도서 원작 영화",1,0
1232,일곱 개의 대죄: 빛에 저주받은 자들,마침내 성전이 끝났다. 3천 년에 걸친 싸움에 종지부를 찍은 일곱 대죄. 하지만 혼돈을 바라는 자들이 모두 사라진 것은 아니었으니. 새로운 적에 맞서 세계를 구한 대죄인들이 다시 집결한다.,"일본 작품, 일본 소년 만화를 만나다, 액션 애니",1,0
1233,마음의 소리 스페셜1 -효! 크러쉬,"지루한 일상은 단호히 거부한다. 이래도 되나 싶은 효도 여행부터 흐물흐물 낙지 소동, 피규어의 재발견까지. 평범함과는 애당초 거리가 먼 조석과 그 가족들의 이야기. 레전드 웹툰을 특별하게 만나는 절호의 기회. 괜찮아, 자연스러웠어!",코미디,1,0
1234,어쩌다 로맨스,"로맨스 영화를 믿지 않는 건축가. 머리를 다친 후 깨어보니, 로맨틱 코미디의 주인공이 되어 있다. 아름다운 세상이 악몽과도 같은 그녀. 정녕 해피 엔딩은 없는 걸까.","로맨틱 코미디, 미국 영화, 로맨틱한 영화",1,0
1235,극장판 미소녀 전사 세일러 문 이터널,새로운 달이 태양을 가리고 지구에 어두운 그림자가 드리운다. 그러자 모습을 드러내는 악의 세력. 각자의 꿈을 좇던 세일러 전사들이 세상의 빛을 되찾기 위해 지금 다시 힘을 모은다.,"일본 작품, 소녀 애니, 액션 애니",1,0
1236,메가마인드,"교활한 슈퍼 악당 메가마인드는 범죄와 싸우는 라이벌을 우연히 제거하게 되고, 무료함을 달래기 위해 세계를 파괴하려는 새로운 적을 만든다.","가족 영화, 미국 영화, 코미디",1,0
1237,홈,"학교에서도 집에서도 외로운 열네 살 소년, 엄마가 교통사고를 당해 의붓동생 집에서 지내게 된다. 얼떨결에 생긴 가족. 소년에겐 참 따뜻하다. 난생처음 느끼는 이 행복, 계속될 수 있을까.",드라마 장르,1,0
1238,일본 침몰,"엄청난 파괴력으로 일본 전역을 뒤흔든 지진. 온 국민이 공포에 휩싸인 때, 충격적인 연구 결과가 나온다. 태평양 플레이트의 움직임 가속화로 1년 안에 일본 열도가 침몰한다는 것. 아비규환이 되어 버린 일본, 이대로 영영 사라지나.","일본 작품, SF 영화, 도서 원작 영화",1,0
1239,몬스터 헌터: 길드의 전설,"인간과 몬스터가 위태로운 균형 속에 살아가는 세계. 젊은 헌터 에이든의 마을에 고룡종이 다가오고 있다. 파멸을 피해 달아날 것인가, 동료들과 함께 맞서 싸울 것인가.","가족 영화, 미국 영화, 비디오게임 원작 애니메이션",1,0
1241,수영장으로 간 남자들,인생의 벼랑 끝으로 몰린 중년 남자들. 결국 그들이 다다른 곳은... 수영장? 프랑스 최초 수중발레 남자 국가대표팀을 목표로 모인 동네 아저씨들. 머리숱은 적어도 머릿속만큼은 금메달 생각으로 꽉 채웠다!,"프랑스 작품, 코미디",1,0
1243,가족의 탄생,동생이 20살 연상녀를 데려오자 이들과 불편한 동거를 하게 된 여자. 연애도 꼬이는데 로맨티스트 엄마까지 돌보느라 힘든 딸. 주위에 사랑을 너무 베푸는 여친 때문에 격하게 외로운 남자. 스캔들로 얽힌 사람들의 세 이야기가 펼쳐진다.,드라마 장르,1,0
1245,우리는 형제입니다,"어릴 적 생이별한 두 형제의 상봉! 그런데 형은 목사, 동생은 무당이라나. 만남의 기쁨도 잠시, 엄마가 사라졌다. 엄마를 찾아 나선 극과 극의 형제, 무탈하면 더 이상합니다?",코미디,1,0
1247,질투는 나의 힘,"유부남한테 여자친구를 뺏긴 대학원생. 잡지사에서 친구를 돕다 알게 된 사실은 편집장이 바로 그 문제의 유부남이란 것. 호기심과 질투심 사이의 묘한 줄타기, 그 끝은 어디?","드라마 장르, 로맨틱한 영화",1,0
1248,데들리 일루전,"수년째 슬럼프를 겪는 베스트셀러 작가 메리. 글을 쓰기로 결심한 후 아이들의 보모로 그레이스를 집에 들인다. 많은 시간을 함께 보내면서 젊고 아름다운 그레이스에게 끌리기 시작하고, 상상 속 세계와 현실의 경계가 점차 흐릿해진다.","미국 영화, 스릴러 영화",1,0
1249,바다 탐험대 옥토넛: 불의 고리 대폭발,이 엄청난 지진은 뭐지? 뜨거운 화산들이 폭발하고 있다고? 이렇게 험난한 모험은 옥토넛도 처음. 하지만 겁먹지 않아. 힘을 모아 해내고 말 거야. 모두의 바다를 위해!,"영국 작품, 키즈 교육 영화, 도서 원작 영화",1,0
1250,O2,"한 젊은 여성이 동면 캡슐에서 눈을 뜬다. 사라진 기억과 폐쇄된 공간, 그리고 급속도로 고갈되어 가는 산소. 살아남으려면 자신이 누군지 기억해내야 한다. 이곳이 그녀의 관이 되기 전에.","SF 영화, 프랑스 작품, 스릴러 영화",1,0
1251,프렌즈 위드 베네핏,연애에 지친 아트 디렉터가 사랑 따윈 안 믿는 헤드헌터를 만난다. 성격이 찰떡궁합이라 친구가 된 둘. 사랑 없이 섹스만 원한다는 사상(?)도 일치하고 외모도 서로 맘에 들어 의기투합한다. 어디까지나 친구 사이인 섹스 파트너가 되기로!,"로맨틱 코미디, 미국 영화, 로맨틱한 영화",1,0
1252,킬링 디어,"내게 뭘 원하는 걸까. 수수께끼의 10대 소년이 나타난 후 참담하게 깨져 버렸다. 아름다운 의사 아내와 두 자녀를 둔 완벽한 가정이. 내 앞에 나타난 소년, 바로 너 때문에. 하지만 이 악몽을 끝내려면 더 큰 대가가 필요하다.","미스터리, 미국 영화, 스릴러 영화",1,0
1253,극장판 안녕 자두야,"마법의 책을 펼치면, 동화 속 환상의 나라로! 자두가 《신데렐라》와 《헨젤과 그레텔》 속 주인공으로 변신한다. 엉뚱 발랄 자두가 들려주는 색다른 동화 이야기. 신나는 모험이 기다리고 있는 동화의 세계로 지금 출발~","도서 원작 영화, 코미디, 어린이 & 가족 영화",1,0
1254,내 인생 특별한 숲속 여행,도시에 사는 반항적인 10대 고아 소년. 성미 고약한 양아버지와 함께 야생의 숲속에서 이상한 모험을 펼친 끝에 삶이 뒤바뀔 깨달음을 얻는다.,"뉴질랜드 작품, 도서 원작 영화, 액션 & 어드벤처",1,0
1255,투 더 본,거식증을 앓는 스무 살 엘런. 곡절 많고 힘겨운 그녀의 인생은 이상한 의사가 운영하는 공동체를 만나면서 달라진다. 앙상한 엘런의 삶에도 새살이 돋을 수 있을까?,"미국 영화, 드라마 장르, 인디 영화",1,0
1258,울트라바이올렛,"인간에게 감염되기 시작한 흡혈 바이러스. 감염자는 초인적인 지능과 강인한 생명력, 가공할 스피드를 가지게 된다.","SF 영화, 미국 영화, 액션 & 어드벤처",1,0
1259,건 시티 바르셀로나,"1921년 바르셀로나. 무정부주의 세력과의 대치 속에서, 한 경찰이 이중 첩자로 변신한다. 그의 임무는 단 하나. 군의 무기를 훔친 범인을 찾아내 내전을 막는 것이다!","스페인 작품, 시대물, 스릴러 영화",1,0
1260,네트,"집에서 일하는 컴퓨터 프로그래머 앤절라. 프로그램 분석을 의뢰한 동료가 의문의 죽음을 맞고, 수상한 자들이 그녀의 뒤를 쫓는다. 놈들이 원하는 건 한 장의 디스크. 대체 무엇이 담겼기에.","미국 영화, 스릴러 영화",1,0
1263,너와 100번째 사랑,"졸다가 잠에서 깼는데, 지나간 하루가 똑같이 반복된다. 그리고 오랫동안 짝사랑한 소꿉친구가 시간을 돌릴 수 있다는 말과 함께, 처음부터 좋아했다고 고백한다. 혼란스럽지만 행복한 시간, 하지만 시곗바늘은 정해진 미래로 또다시 움직인다.","일본 작품, 청춘 영화, 로맨틱한 영화",1,0
1264,플로리다 프로젝트,디즈니월드 근처에 사는 6살짜리 아이. 근데 옆 동네와는 달리 여기엔 놀이터라곤 없다. 하지만 친구와 함께라면 사방이 놀이터인걸. 문제 많은 엄마랑 쪽방 모텔에 살면서 환상의 세계를 찾아낸 꼬마. 오늘도 신나는 하루를 보내러 나선다.,"사회 이슈 드라마 장르 영화, 미국 영화, 드라마 장르",1,0
1267,비커밍 제인,작가를 꿈꾸던 제인 오스틴에게 운명처럼 찾아온 사랑. 그녀의 작품에 지대한 영향을 끼치게 된 단 하나의 사랑. 모두가 궁금해한 제인 오스틴의 실제 사랑 이야기가 펼쳐진다.,"영국 작품, 실화 바탕 영화, 시대물",1,0
